Brand,Model,Variant,Engine Type,Displacement,Max Power,Max Torque,Turbo Charger,Transmission Type,Gearbox,Drive Type
Audi,Q5,Premium Plus,2.0 L TFSI,1984 cc,245.59bhp@5000-6000rpm,370Nm@1600-4300bhp,,Automatic,7-Speed AT,AWD
Audi,Q5,Signature Line,2.0 L TFSI,1984 cc,245.59bhp@5000-6000rpm,370Nm@1600-4300bhp,,Automatic,7-Speed AT,AWD
Audi,Q5,Technology,2.0 L TFSI,1984 cc,245.59bhp@5000-6000rpm,370Nm@1600-4300bhp,,Automatic,7-Speed AT,AWD
Audi,Q5 2026,Quattro,,1984 cc,,,,Automatic,,
Audi,Q7,Bold Edition,3.0L V6 TFSI,2995 cc,335bhp@5200 - 6400rpm,500Nm@1370 - 4500rpm,Yes,Automatic,8-Speed AT,AWD
Audi,Q7,Signature Edition,3.0L V6 TFSI,2995 cc,335bhp@5200 - 6400rpm,500Nm@1370 - 4500rpm,Yes,Automatic,8-Speed AT,AWD
Audi,Q7,Premium Plus,3.0L V6 TFSI,2995 cc,335bhp@5200 - 6400rpm,500Nm@1370 - 4500rpm,Yes,Automatic,8-Speed AT,AWD
Audi,Q7,Technology,3.0L V6 TFSI,2995 cc,335bhp@5200 - 6400rpm,500Nm@1370 - 4500rpm,Yes,Automatic,8-Speed AT,AWD
Audi,Q7 2022-2024,Bold Edition,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,6-speed Tiptronic AT,AWD
Audi,Q7 2022-2024,Premium Plus,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,6-speed Tiptronic AT,AWD
Audi,Q7 2022-2024,Technology Limited Edition,3.0 litre V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,,AWD
Audi,Q7 2022-2024,Technology BSVI,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500,Yes,Automatic,,AWD
Audi,Q7 2022-2024,Premium plus BSVI,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500,Yes,Automatic,,AWD
Audi,Q7 2022-2024,Technology,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,6-speed Tiptronic AT,AWD
Audi,Q7 2022-2024,Technology 2022-2022,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,,AWD
Audi,Q7 2022-2024,Technology WO Matrix,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500,Yes,Automatic,6-speed Tiptronic AT,AWD
Audi,Q7 2022-2024,Technology WO Matrix BSVI,3.0L V6 TFSI,2995 cc,335.25bhp@5200-6400rpm,500Nm@1370-4500,Yes,Automatic,,AWD
Audi,Q8 Sportback e-tron,50 Quattro,Twin Electric Motor,,335.25bhp,664Nm,,Automatic,1-Speed,4WD
Audi,Q8 Sportback e-tron,55 Quattro,Twin Electric Motor,,402.3bhp,664Nm,,Automatic,1-Speed,4WD
Audi,Q8,Quattro,V6,2995 cc,335bhp@5200 - 6400rpm,500Nm@1370 - 4500rpm,,Automatic,8-speed,AWD
Audi,Q8 e-tron,50 Quattro,Twin Electric Motor,,335.25bhp,664Nm,,Automatic,1-Speed,4WD
Audi,Q8 e-tron,55 Quattro,Twin Electric Motor,,402.3bhp,664Nm,,Automatic,1-Speed,4WD
Audi,RS Q8,Performance,V8 Engine,3998 cc,632bhp,850Nm,Twin,Automatic,,AWD
Audi,RS Q8 2020-2025,4.0 TFSI Quattro BSVI,V8 Twin Turbo Engine,3998 cc,591.39bhp@6000rpm,800Nm@2200-4500rpm,Yes,Automatic,8-speed tiptronic,AWD
Audi,RS Q8 2020-2025,4.0 TFSI Quattro,V8 Twin Turbo Engine,3998 cc,591.39bhp@6000rpm,800Nm@2200-4500rpm,Yes,Automatic,8-Speed tiptronic,AWD
Audi,RS e-tron GT,Quattro,,,636.98bhp,830Nm,,Automatic,1-Speed,AWD
Audi,S5 Sportback,Platinum Edition,3.0 L V6 TFSI Petrol engine,2994 cc,348.66bhp@5400-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,8-Speed tiptronic,AWD
Audi,S5 Sportback,3.0L TFSI,3.0 L V6 TFSI Petrol engine,2994 cc,348.66bhp@5400-6400rpm,500Nm@1370-4500rpm,Yes,Automatic,8-Speed tiptronic,AWD
Audi,e-tron,55 Quattro,,,300bhp,664Nm,,Automatic,1-Speed,AWD
Audi,e-tron,50 Quattro,,,230bhp,540Nm,,Automatic,1-Speed,AWD
Audi,e-tron,55 Sportback,,,300bhp,664Nm,,Automatic,1-Speed,AWD
Audi,e-tron,55 Sportback Technology,,,300kWbhp,664Nm,,Automatic,1-Speed,AWD
Audi,e-tron,55 Technology,,,300bhp,664Nm,,Automatic,1-Speed,AWD
BMW,2 Series 2020-2025,220d M Sport,2.0L B47D20 Turbocharged I4,1998 cc,187.74bhp@4000rpm,400Nm@1750-2500rpm,Twin,Automatic,8-Speed Steptronic,FWD
Audi,e-tron GT,Quattro,,,522.99bhp,630Nm,,Automatic,1-Speed,AWD
BMW,2 Series 2020-2025,220d M Sport 2020-2021,,1995 cc,187.74bhp@4000rpm,400nm@1750-2500rpm,Twin,Automatic,8-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220d M Sport 2022-2022,,1995 cc,187.74bhp@4000rpm,400nm@1750-2500rpm,Twin,Automatic,8-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220d M Sport BSVI,,1998 cc,187.74bhp@4000rpm,400Nm@1750-2500rpm,Twin,Automatic,8-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220d Sportline,,1995 cc,187.74bhp@4000rpm,400nm@1750-2500rpm,Twin,Automatic,8-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i M Performance Edition,,1998 cc,189.08bhp@5000rpm,280Nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i M Sport,N20/B48 I4,1998 cc,189.08bhp@5000rpm,280Nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i Sport,,1998 cc,189.08bhp@5000rpm,280nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i M Sport Pro,2.0L Twin power turbo,1998 cc,189.08bhp@5000rpm,280Nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i M Sport BSVI,,1998 cc,189.08bhp@5000rpm,280Nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i M Sport Pro BSVI,,1998 cc,189.08bhp@5000rpm,280Nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,220i M Sport Shadow Edition,N20/B48 I4,1998 cc,189.08bhp@5000rpm,280Nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,2 Series 2020-2025,Black Shadow Edition,,1998 cc,187.40bhp@4000rpm,280nm@1350-4600rpm,Twin,Automatic,7-Speed Steptronic Sport Transmission,FWD
BMW,2 Series 2020-2025,Black Shadow Edition 2020-2021,,1998 cc,187.74bhp@4000rpm,400nm@1750-2500rpm,,Automatic,8-Speed Steptronic Sport Transmission,FWD
BMW,2 Series 2020-2025,Sportline 2020-2021,,1998 cc,190bhp@4000rpm,400nm@1750-2500rpm,Yes,Automatic,8 Speed AT,AWD
BMW,2 Series Gran Coupe,218 M Sport Pro,1.5 l Twin Turbo,1499 cc,154bhp@4900-6000rpm,230Nm@1500-4600rpm,Twin,Automatic,7-Speed DCT,FWD
BMW,2 Series Gran Coupe,218 M Sport,1.5 l Twin Turbo,1499 cc,154bhp@4900-6000rpm,230Nm@1500-4600rpm,Twin,Automatic,7-Speed DCT,FWD
BMW,3 Series,M340i 50 Jahre Edition,B58 Turbocharged I6,2998 cc,374bhp@5500-6500rpm,500Nm@1900-5000rpm,Twin,Automatic,8-Speed Steptronic,4WD
BMW,3 Series,M340i xDrive,B58 Turbocharged I6,2998 cc,368.78bhp@5500-6500rpm,500Nm@1900-5000rpm,Twin,Automatic,8-Speed Steptronic,4WD
BMW,3 Series Long Wheelbase,320Ld M Sport,TwinPower Turbo,1998 cc,187.74bhp@4000rpm,400Nm@1750-2500rpm,,Automatic,8 Speed,RWD
BMW,3 Series Long Wheelbase,320Ld M Sport Pro,TwinPower Turbo,1998 cc,187.74bhp@4000rpm,400Nm@1750-2500rpm,,Automatic,8-Speed AT,RWD
BMW,3 Series Long Wheelbase,330Li M Sport,TwinPower Turbo,1998 cc,254.79bhp@5000rpm,400Nm@1550-4400rpm,,Automatic,8-Speed AT,RWD
BMW,5 Series,530Li,,1998 cc,255bhp@4500rpm,400Nm@1600rpm,,Automatic,,RWD
BMW,3 Series Long Wheelbase,330Li M Sport 50 Jahre Edition,TwinPower Turbo,1998 cc,258bhp@5000rpm,400Nm@1550-4400rpm,,Automatic,8-Speed AT,RWD
BMW,M2,Coupe,3.0 M TwinPower Turbo inline,2993 cc,473bhp@6250rpm,600Nm@2650-6130rpm,Twin,Automatic,6-Speed,RWD
BMW,7 Series,740i M Sport,B58 turbo I6,2998 cc,375.48bhp@5200-6250rpm,520Nm@1850-5000rpm,Yes,Automatic,8-Speed,AWD
BMW,7 Series,740d M Sport,B57 turbo I6,2993 cc,375.48bhp@5200-6250rpm,520Nm@1850-5000rpm,Yes,Automatic,8-Speed,RWD
BMW,M2,Coupe Manual,3.0 M TwinPower Turbo inline,2993 cc,473bhp@6250rpm,600Nm@2650-6130rpm,Twin,Manual,6-Speed,RWD
BMW,M4 CS,xDrive,six-cylinder in-line engine,2993 cc,543bhp@6250rpm,650Nm@2750-5950rpm,Twin,Automatic,8-speed,AWD
BMW,M4 Competition,xDrive,S58 inline-6,2993 cc,503bhp@6250rpm,650Nm@2750rpm,Twin,Automatic,,AWD
BMW,M4 Competition 2022-2024,xDrive,B58 Twin-Turbocharged I6,2993 cc,502.88bhp@6250rpm,650Nm@2750-5500rpm,twin,Automatic,8-Speed M-Steptronic,AWD
BMW,M4 Competition 2022-2024,xDrive BSVI,,2993 cc,502.88bhp@6250rpm,650Nm@2750-5500rpm,twin,Automatic,8-speed M-Steptronic,AWD
BMW,M8 Coupe Competition,50 Jahre M Edition,petrol engine,4395 cc,616.87bhp@6000rpm,750Nm@1800-5600rpm,Twin,Automatic,8-Speed Steptronic Sport,AWD
BMW,M5,xDrive,V8 Hybrid,4395 cc,717bhp@5600-6500rpm,1000Nm@1800-5400rpm,,Automatic,,AWD
BMW,X1,sDrive18d M Sport,B47 twin-turbo I4,1995 cc,147.51bhp@3750-4000rpm,360Nm@1500–2500rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,X1,sDrive18i M Sport,B38 turbo I3,1499 cc,134.10bhp@4400-6500rpm,230Nm@1500–4000rpm,Twin,Automatic,7-Speed Steptronic,FWD
BMW,X3,xDrive 20 M Sport,2-litre turbo-petrol,1998 cc,187bhp@5000rpm,310Nm@1500-4000rpm,Yes,Automatic,8-Speed,AWD
BMW,X3,xDrive 20d M Sport,2.0L Diesel,1995 cc,194bhp@4000rpm,400Nm@1500-2750rpm,Yes,Automatic,8-Speed,AWD
BMW,X3,xDrive 30 M Sport Pro,2-litre turbo-petrol,1998 cc,255bhp@4500-6500rpm,400Nm@1600-4600rpm,Yes,Automatic,8-Speed,AWD
BMW,X3 2022-2025,xDrive20d Luxury Edition,,1995 cc,187.74bhp@4200rpm,400Nm@1750-2500rpm,Yes,Automatic,8-Speed,AWD
BMW,X3 2022-2025,xDrive20d M Sport Shadow Edition,2.0l 4Cylinder twin turbo,1995 cc,187.74bhp@5200rpm,400Nm@1750-2500rpm,Twin,Automatic,8-Speed,4WD
BMW,X3 2022-2025,xDrive20d M Sport,2.0l 4Cylinder twin turbo,1995 cc,187.74bhp@5200rpm,400Nm@1750-2500rpm,Twin,Automatic,8-Speed,4WD
BMW,X3 2022-2025,xDrive30i M Sport,,1998 cc,248.08bhp@5200rpm,350nm@1450-4800rpm,twin,Automatic,8-Speed,4WD
BMW,X3 2022-2025,xDrive20d xLine,2.0l 4Cylinder twin turbo,1995 cc,187.74bhp@5200rpm,400Nm@1750-2500rpm,Twin,Automatic,8-Speed,4WD
BMW,X3 2022-2025,xDrive30i SportX Plus,,1998 cc,248.08bhp@5200rpm,350nm@1450-4800rpm,twin,Automatic,8-Speed,4WD
BMW,X3 2022-2025,xDrive M40i,B58 Turbocharged I6,2998 cc,355.37bhp@5200-6500rpm,500Nm@1900-5000rpm,Twin,Automatic,8-Speed,4WD
BMW,X4,M40i,3.0L TwinPower Turbo inline,2993 cc,355.37bhp,500Nm@1900-5000rpm,Yes,Automatic,8-Speed,AWD
BMW,X5,xDrive30d xLine,TwinPower Turbo 6-cylinder engine,2993 cc,281.68bhp@4000rpm,650Nm@1500-2500rpm,Twin,Automatic,8-Speed Steptronic,4WD
BMW,X5,xDrive30d M Sport,TwinPower Turbo 6-cylinder engine,2993 cc,281.68bhp@4000rpm,650Nm@1500-2500rpm,Twin,Automatic,8-Speed Steptronic,4WD
BMW,X5,xDrive40i M Sport,TwinPower Turbo 6-cylinder engine,2998 cc,375.48bhp@5200-6250rpm,520Nm@1850-5000rpm,Twin,Automatic,8-Speed Steptronic,4WD
BMW,X5,xDrive40i xLine,TwinPower Turbo 6-cylinder engine,2998 cc,375.48bhp@5200-6250rpm,520Nm@1850-5000rpm,Twin,Automatic,8-Speed Steptronic,4WD
BMW,X7,xDrive40d Design Pure Excellence,3.0 L 6-cylinder diesel,2993 cc,335.25bhp@4400rpm,700Nm@1750-2250rpm,Yes,Automatic,8-Speed,4WD
BMW,X7,xDrive40d M Sport,3.0 L 6-cylinder diesel,2993 cc,335.25bhp@4400rpm,700Nm@1750-2250rpm,Yes,Automatic,8-Speed,4WD
BMW,X7,xDrive40i M Sport,3.0 L 6-cylinder,2998 cc,375.48bhp@5200-6250rpm,520Nm@1850-5000rpm,Yes,Automatic,8-Speed,4WD
BMW,X7,xDrive40i M Sport Signature,3.0 L 6-cylinder,2998 cc,375.48bhp@5200-6250rpm,520Nm@1850-5000rpm,Yes,Automatic,8-Speed,4WD
BMW,Z4,M40i,TwinPower Turbo 6-cylinder,2998 cc,335bhp@5000-6500rpm,500Nm@1600-4500rpm,Twin,Automatic,8-Speed Steptronic,RWD
BMW,XM,xDrive,4.4 L S68 twin-turbo V8,4395 cc,643.69bhp@5400-7200rpm,800Nm@1600-5000rpm,,Automatic,8-Speed,4WD
BMW,Z4,M40i Pure Impulse,TwinPower Turbo 6-cylinder,2998 cc,335bhp@5000-6500rpm,500Nm@1600-4500rpm,Twin,Manual,6-Speed,RWD
BMW,Z4,M40i Pure Impulse AT,TwinPower Turbo 6-cylinder,2998 cc,335bhp@5000-6500rpm,500Nm@1600-4500rpm,Twin,Automatic,8-Speed Steptronic,RWD
BMW,i5,M60 xDrive,,,592.73bhp,795Nm,,Automatic,,AWD
BMW,i4,eDrive35 M Sport,,,335.25bhp,430Nm,,Automatic,1-Speed,RWD
BMW,i4,eDrive40 M Sport,,,335.25bhp,430Nm,,Automatic,1-Speed,RWD
BMW,i7,M70 xDrive,,,650.39bhp,1015Nm,,Automatic,1-Speed,AWD
BYD,Atto 3,Dynamic,,,201bhp,310Nm,,Automatic,,FWD
BMW,iX1,LWB,,,204bhp,250Nm,,Automatic,Single Speed,FWD
BMW,iX,xDrive50,,,516.29bhp,765Nm,,Automatic,,AWD
BMW,i7,eDrive50 M Sport,,,536.40bhp,745Nm,,Automatic,1-Speed,AWD
BYD,Atto 3,Premium,,,201bhp,310Nm,,Automatic,,FWD
BYD,Seal,Dynamic Range,,,201.15bhp,310Nm,,Automatic,,RWD
BYD,Atto 3,Superior,,,201bhp,310Nm,,Automatic,,FWD
BYD,E6,Electric,,,93.87bhp,180Nm,,Automatic,1-Speed,FWD
BYD,Seal,Performance,,,523bhp,670Nm,,Automatic,,AWD
BYD,Seal,Premium Range,,,308.43bhp,360Nm,,Automatic,,RWD
BYD,Sealion 6,Primium,Electric,,,,,Automatic,,AWD
BYD,Sealion 7,Performance,,,523bhp,690Nm,,Automatic,1-Speed,AWD
BYD,Sealion 7,Premium,,,308bhp,380Nm,,Automatic,1-Speed,RWD
BYD,eMAX 7,Premium 6Str,,,161bhp,310Nm,,Automatic,1-Speed,FWD
BYD,eMAX 7,Premium 7Str,,,161bhp,310Nm,,Automatic,1-Speed,FWD
BYD,eMAX 7,Superior 6Str,,,201bhp,310Nm,,Automatic,1-Speed,FWD
Bentley,Bentayga,EWB,4.0 V8 twin-turbocharged petrol engine,3993 cc,542bhp@6000rpm,770Nm@2000-4500rpm,Twin,Automatic,8-Speed,AWD
Bentley,Bentayga,Azure,4.0 V8 twin-turbocharged petrol engine,3993 cc,542bhp@6000rpm,770Nm@2000-4500rpm,Twin,Automatic,8-Speed,AWD
BYD,eMAX 7,Superior 7Str,,,201bhp,310Nm,,Automatic,1-Speed,FWD
Bentley,Bentayga,EWB Azure FIRST EDITION,4.0 V8 twin-turbocharged petrol engine,3993 cc,542bhp@6000rpm,770Nm@2000-4500rpm,Twin,Automatic,8-Speed,AWD
Bentley,Bentayga,S,4.0 V8 twin-turbocharged petrol engine,3993 cc,542bhp@6000rpm,770Nm@2000-4500rpm,Twin,Automatic,8-Speed,AWD
Bentley,Bentayga,V8,4.0 V8 twin-turbocharged petrol engine,3956 cc,542bhp@6000rpm,770Nm@2000-4500rpm,Twin,Automatic,8-Speed,AWD
Bentley,Bentayga 2015-2021,V8,Twin-Turbocharged V8,3998 cc,542bhp@6000rpm,770Nm@1960-4500rpm,Yes,Automatic,8 Speed,AWD
Bentley,Bentayga 2015-2021,6.0 W12,W12 Twin Turbo,5950 cc,600bhp@5250rpm,900Nm@1250-4500rpm,Yes,Automatic,8 Speed,AWD
Bentley,Bentayga EWB,Azure,,3998 cc,542bhp@6000 rpm,770Nm@2000-4500rpm,twin,Automatic,8-speed,Permanent AWD
Citroen,Aircross,X Turbo Max AT 7 Seater,PURETECH 110,1199 cc,108.62bhp@5500rpm,205Nm@1750-2500rpm,Yes,Automatic,6-Speed,FWD
Citroen,Aircross,X Plus,PURETECH 82,1199 cc,81bhp@5750rpm,115Nm@3750rpm,No,Manual,6-Speed,FWD
Citroen,Aircross,X Turbo Max 7 Seater,PURETECH 110,1199 cc,108.62bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,Aircross,X Turbo Max 7 Seater DT,PURETECH 110,1199 cc,108.62bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,Aircross,X Turbo Max AT 7 Seater DT,PURETECH 110,1199 cc,108.62bhp@5500rpm,205Nm@1750-2500rpm,Yes,Automatic,6-Speed,FWD
Citroen,Basalt,Max Turbo X,Puretech 110,1199 cc,109bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,Aircross,X Turbo Plus 7 Seater,PURETECH 110,1199 cc,108.62bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,Basalt,Max Turbo X AT,Puretech 110,1199 cc,109bhp@5500rpm,205Nm@1750-2500rpm,Yes,Automatic,6-Speed,FWD
Citroen,Aircross,X You,PURETECH 82,1199 cc,81bhp@5750rpm,115Nm@3750rpm,No,Manual,6-Speed,FWD
Citroen,Basalt,Max Turbo X AT DT,Puretech 110,1199 cc,109bhp@5500rpm,205Nm@1750-2500rpm,Yes,Automatic,6-Speed,FWD
Citroen,Basalt,Max Turbo X DT,Puretech 110,1199 cc,109bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,Basalt,Plus Turbo AT,PureTech 110,1199 cc,109bhp@5500rpm,205Nm@1750-2500rpm,Yes,Automatic,6-Speed,FWD
Citroen,Basalt,Plus Turbo,Puretech 110,1199 cc,109bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,Basalt,Plus,Puretech 82,1199 cc,80bhp@5750rpm,115Nm@3750rpm,No,Manual,6-Speed,FWD
Citroen,Basalt,You,Puretech 82,1199 cc,80bhp@5750rpm,115Nm@3750rpm,No,Manual,6-Speed,FWD
Citroen,C3,Feel,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Feel CNG,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Feel Optional,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Feel Optional CNG,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Live CNG,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Live,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Live Optional,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Shine Dark Edition CNG,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Shine Dark Edition,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,Shine Turbo Dark Edition AT,1.2L PureTech 110,1199 cc,108bhp@5500rpm,205Nm@1750rpm,Yes,Automatic,6-Speed,FWD
Citroen,C3,Shine Turbo Dark Edition,1.2L PureTech 110,1199 cc,108.62bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,C3,Turbo Shine DT AT,1.2L PureTech 110,1199 cc,108bhp@5500rpm,205Nm@1750rpm,Yes,Automatic,6-Speed,FWD
Citroen,C3,Turbo Shine Sport Edition AT,1.2L PureTech 110,1199 cc,108bhp@5500rpm,205Nm@1750rpm,Yes,Automatic,6-Speed,FWD
Citroen,C3,X Shine,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,X Shine CNG,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,X Shine Dual Tone,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C3,X Shine Turbo AT,1.2L PureTech 110,1199 cc,108bhp@5500rpm,205Nm@1750rpm,Yes,Automatic,6-Speed,FWD
Citroen,C3,X Shine Turbo,1.2L PureTech 110,1199 cc,108.62bhp@5500rpm,190Nm@1750rpm,Yes,Manual,6-Speed,FWD
Citroen,C3,X Shine Dual Tone CNG,1.2L PureTech 82,1198 cc,80.46bhp@5750rpm,115Nm@3750rpm,No,Manual,5-Speed,FWD
Citroen,C5 Aircross,Shine,DW10 FC,1997 cc,174.33bhp@3750rpm,400Nm@2000rpm,,Automatic,8-Speed,FWD
Citroen,C5 Aircross,Shine Dual Tone,DW10 FC,1997 cc,174.33bhp@3750rpm,400Nm@2000rpm,,Automatic,8-Speed,FWD
Citroen,C5 Aircross 2021-2022,Feel,DW10FC,1997 cc,174.33@3750rpm,400Nm@2000rpm,,Automatic,8-Speed,
Citroen,C5 Aircross 2021-2022,Feel DualTone,DW10FC,1997 cc,174.33@3750rpm,400Nm@2000rpm,,Automatic,8-Speed,
Citroen,C5 Aircross 2021-2022,Shine,DW10FC,1997 cc,174.33@3750rpm,400Nm@2000rpm,,Automatic,8-Speed,
Citroen,C5 Aircross 2021-2022,Shine DualTone,DW10FC,1997 cc,174.33@3750rpm,400Nm@2000rpm,,Automatic,8-Speed,
Citroen,eC3,Feel,,,56.21bhp,143Nm,,Automatic,1-Speed,FWD
Ferrari,12Cilindri,Coupe,,6496 cc,818bhp@9500rpm,678Nm@7250rpm,,Automatic,8 Speed DCT,
Ferrari,12Cilindri,Spider,,6496 cc,818bhp@9250rpm,678Nm@7250rpm,,Automatic,8 Speed DCT,
Citroen,eC3,Shine,,,56.21bhp,143Nm,,Automatic,1-Speed,FWD
Citroen,eC3,Shine DT,,,56.21bhp,143Nm,,Automatic,1-Speed,FWD
Ferrari,296 GTB,V6 hybrid,V6 hybrid,2992 cc,818bhp@8000rpm,740Nm,Twin,Automatic,8-Speed DCT,RWD
Ferrari,849 Testarossa,V8,V8 Twin Tubro Dry Sump,3990 cc,1035bhp,842Nm@4500rpm,Yes,Automatic,,
Ferrari,Amalfi,V8,Twin Turbo V8,3902 cc,631.24bhp@7500rpm,760Nm@3000-5750rpm,Yes,Automatic,8-Speed,
Ferrari,812 SuperFast,V12,V12 Petrol Engine,6496 cc,788.52bhp@8500rpm,718 Nm@7000 rpm,,Automatic,7 Speed,RWD
Ferrari,F8 Tributo,V8 Turbo,90-degree V8 twin turbo Engine,3902 cc,710.74bhp@8000rpm,770Nm@3250rpm,Yes,Automatic,7-Speed,RWD
Ferrari,GTC4Lusso,T,Petrol Engine,3855 cc,601bhp@7500rpm,760nm@3000-5250rpm,Yes,Automatic,7-SPEED F1 DCT,4WD
Ferrari,GTC4Lusso,V12,Petrol Engine,6262 cc,680bhp@8000rpm,697Nm@5750rpm,No,Automatic,7-SPEED F1 DCT,4WD
Ferrari,Portofino,V8 GT,V8 Turbo,3855 cc,591.79bhp@7500rpm,760Nm@3000-5250rpm,Yes,Automatic,7 Speed,RWD
Force,Gurkha 2013-2017,Hard Top BS3 4WD,OM616 Turbo Diesel Engine,2596 cc,80.8bhp@3200rpm,230Nm@1800-2000rpm,Yes,Manual,5 Speed,4WD
Ferrari,Roma,Coupe V8,V8 - 90° turbo,3855 cc,611.50bhp@5750-7500rpm,760Nm@3000-5750rpm,Yes,Automatic,8-Speed,RWD
Ferrari,SF90 Stradale,Coupe V8,V8-90°-turbo,3990 cc,769.31@7500rpm,800Nm@6000rpm,Twin,Automatic,8-Speed,AWD
Force,Gurkha 2013-2017,Soft Top BS3 2WD,OM616 Turbo Diesel Engine,2596 cc,80.8bhp@3200rpm,230Nm@1800-2000rpm,Yes,Manual,5 Speed,RWD
Force,Gurkha 5 Door,Diesel,FM 2.6 CR CD,2596 cc,138.08bhp@3200rpm,320Nm@1400-2600rpm,Yes,Manual,5 Speed,4WD
Force,Gurkha 2013-2017,Soft Top BS3 4WD,OM616 Turbo Diesel Engine,2596 cc,80.8bhp@3200rpm,230Nm@1800-2000rpm,Yes,Manual,5 Speed,4WD
Force,Urbania,3350WB 10Str,FM2.6CR ED,2596 cc,114bhp@2950rpm,350Nm@1400-2200rpm,Yes,Manual,5-Speed,RWD
Force,Urbania,3350WB 11Str,FM2.6CR ED,2596 cc,114bhp@2950rpm,350Nm@1400-2200rpm,Yes,Manual,5-Speed,RWD
Force,Urbania,3615WB 10Str,FM2.6CR ED,2596 cc,114bhp@2950rpm,350Nm@1400-2200rpm,Yes,Manual,5-Speed,RWD
Force,Urbania,3615WB 14Str,FM2.6CR ED,2596 cc,114bhp@2950rpm,350Nm@1400-2200rpm,Yes,Manual,5-Speed,RWD
Force,Urbania,4400WB 13Str,FM2.6CR ED,2596 cc,114bhp@2950rpm,350Nm@1400-2200rpm,Yes,Manual,5-Speed,RWD
